# Star catalog based on Yale Bright Star Catalog v5 (http://tdc-www.harvard.edu/catalogs/bsc5.html)
# ;SAO;_RAJ2000;_DEJ2000;Vmag
0;36042;1.2912499999999998;45.22916666666667;6.70
1;128569;1.2658333333333331;0.5030555555555556;6.29
2;128572;1.3337499999999998;-5.7075000000000005;4.61
3;91701;1.4249999999999998;13.39611111111111;5.51
4;21085;1.5666666666666667;58.43666666666666;5.96
5;214963;1.5791666666666666;-49.075;5.70
6;10978;1.6104166666666666;64.19611111111111;5.59
7;73743;1.653333333333333;29.02138888888889;6.13
8;166053;1.7087499999999998;-23.1075;6.18
9;147090;1.825833333333333;-17.386388888888888;6.19
10;128595;1.9337499999999999;-2.548888888888889;6.43
11;166066;1.945;-22.50888888888889;5.94
12;192367;2.0145833333333334;-33.529444444444444;5.68
13;128602;2.0504166666666666;-2.447777777777778;6.07
14;73765;2.097083333333333;29.090555555555554;2.06
15;128604;2.0725;-8.823888888888888;5.99
16;53677;2.170833333333333;36.626666666666665;6.19
17;147103;2.139166666666666;-17.5775;6.06
18;73769;2.2175;25.462777777777777;6.23
19;4048;2.3341666666666665;79.71472222222222;6.01
20;21133;2.2945833333333328;59.14972222222222;2.27
21;91734;2.26;18.211944444444445;5.53
22;231943;2.26;-54.00194444444445;6.33
23;166083;2.3374999999999995;-27.98777777777778;5.42
24;214983;2.3529166666666663;-45.7475;3.88
25;91750;2.5095833333333326;11.145555555555555;5.51
26;36123;2.5804166666666664;46.07222222222222;5.03
27;21162;2.62375;57.16555555555556;6.74
28;128621;2.5783333333333327;-5.248611111111111;5.84
29;258215;2.5087499999999996;-82.2238888888889;5.28
30;147127;2.678333333333333;-12.58;5.85
31;255642;2.6608333333333327;-73.22444444444444;6.64
32;147133;2.8162499999999997;-15.468055555555555;4.89
33;166103;2.893333333333333;-27.799722222222226;5.41
34;192388;2.9333333333333327;-35.13305555555556;5.25
35;36148;2.9962499999999994;48.152499999999996;6.16
36;147144;3.0416666666666665;-17.938333333333333;5.25
37;53725;3.21;37.69333333333333;6.73
38;91781;3.3091666666666666;15.18361111111111;2.83
39;73823;3.3499999999999996;26.987222222222222;6.30
40;36173;3.3783333333333334;41.03527777777778;5.72
41;166130;3.4254166666666666;-26.021944444444443;5.94
42;166131;3.434166666666666;-26.284722222222225;6.31
43;53744;3.509583333333333;33.20611111111111;6.25
44;91792;3.650833333333333;20.206666666666667;4.80
45;128655;3.6149999999999993;-7.780555555555556;5.12
46;258217;3.330833333333333;-84.99416666666667;5.77
47;147169;3.6599999999999997;-18.93277777777778;4.44
48;73838;3.7337499999999997;22.284166666666668;6.24
49;109087;3.7449999999999997;8.820833333333333;5.79
50;128660;3.727083333333333;-9.569722222222222;5.75
51;53755;3.779166666666667;31.535833333333336;6.45
52;73842;3.7941666666666665;27.283055555555556;6.35
53;192418;3.7424999999999997;-34.904444444444444;6.17
54;4071;4.058333333333333;76.95083333333334;6.35
55;36221;4.09;43.594722222222224;6.15
56;192430;4.0370833333333325;-31.44638888888889;5.67
57;255650;3.979999999999999;-75.9113888888889;6.49
58;109100;4.142083333333333;8.239999999999998;6.11
59;11084;4.237916666666666;61.53333333333333;5.74
60;166167;4.177083333333333;-20.210555555555555;6.47
61;36236;4.287916666666666;47.9475;5.89
62;53777;4.272916666666666;38.681666666666665;4.61
63;255652;4.204166666666667;-78.78055555555555;6.77
64;21273;4.429166666666665;51.433055555555555;6.14
65;147205;4.385833333333332;-19.051111111111112;6.45
